Maladie,Sponsor,Statut,Titre,URL
Breast Cancer,"Information provided by Cianna Medical, Inc. (Responsible Party)",Inconnu,Study Details | NCT02370082 | SAVI SCOUT Clinical Evaluation Study | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02370082?cond=Breast%20Cancer&viewType=Card&page=21&rank=205
Breast Cancer,Information provided by Universitaire Ziekenhuizen KU Leuven (Responsible Party),Completed,Study Details | NCT03988777 | Magnetic Seed Localisation for Nonpalpable Breast Lesions | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT03988777?cond=Breast%20Cancer&viewType=Card&page=21&rank=206
Breast Cancer,"Information provided by Julie Arsenault, Juravinski Cancer Center (Responsible Party)",Recruiting,Study Details | NCT02065960 | Feasibility Study of Stereotactic Body Radiotherapy for Early Breast Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02065960?cond=Breast%20Cancer&viewType=Card&page=21&rank=207
Breast Cancer,Information provided by Novartis (Novartis Pharmaceuticals) (Responsible Party),Completed,Study Details | NCT00107016 | Everolimus and Letrozole as Preoperative Therapy of Primary Breast Cancer in Post,https://clinicaltrials.gov/study/NCT00107016?cond=Breast%20Cancer&viewType=Card&page=21&rank=208
Breast Cancer,Information provided by Carebot s.r.o. (Responsible Party),Completed,Study Details | NCT06428799 | Evaluation of Carebot AI MMG Medical Device for Breast Lesion Detection and Density Assessment | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06428799?cond=Breast%20Cancer&viewType=Card&page=21&rank=209
Breast Cancer,"Information provided by Brita Arver, Karolinska University Hospital (Responsible Party)",Completed,Study Details | NCT01859936 | Will Preoperative MRI Breast in Women Under 56 Years With Breast Cancer Change Primary Treatment | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT01859936?cond=Breast%20Cancer&viewType=Card&page=21&rank=210
Breast Cancer,Information provided by Case Comprehensive Cancer Center (Responsible Party),Withdrawn,Study Details | NCT03261323 | Breast Reconstruction Following Breast Cancer in Very High Risk Patients | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT03261323?cond=Breast%20Cancer&viewType=Card&page=22&rank=211
Breast Cancer,Information provided by Hellenic Cooperative Oncology Group (Responsible Party),Completed,Study Details | NCT01218529 | Lapatinib and WBRT for Patients With Brain Metastases From Lung or Breast Tumors | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT01218529?cond=Breast%20Cancer&viewType=Card&page=22&rank=212
Breast Cancer,Information provided by Genta Incorporated (Responsible Party),Recruiting,Study Details | NCT01221870 | Tesetaxel as First,https://clinicaltrials.gov/study/NCT01221870?cond=Breast%20Cancer&viewType=Card&page=22&rank=213
Breast Cancer,Information provided by Tigris Pharmaceuticals,Terminated,Study Details | NCT01233947 | Study of AFP464 +/,https://clinicaltrials.gov/study/NCT01233947?cond=Breast%20Cancer&viewType=Card&page=22&rank=214
Breast Cancer,Information provided by Tigris Pharmaceuticals,Withdrawn,Study Details | NCT01015521 | Efficacy Study of Aminoflavone Prodrug to Treat Breast Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT01015521?cond=Breast%20Cancer&viewType=Card&page=22&rank=215
Breast Cancer,Information provided by Pfizer,Completed,Study Results | NCT01061359 | Application Of Epirubicin Within A Neo,https://clinicaltrials.gov/study/NCT01061359?cond=Breast%20Cancer&viewType=Card&page=22&rank=216&tab=results
Breast Cancer,Information provided by Pfizer,Completed,Study Details | NCT01061359 | Application Of Epirubicin Within A Neo,https://clinicaltrials.gov/study/NCT01061359?cond=Breast%20Cancer&viewType=Card&page=22&rank=216
Breast Cancer,"Information provided by Dawn L. Hershman, Columbia University (Responsible Party)",Completed,Study Details | NCT00821288 | Post,https://clinicaltrials.gov/study/NCT00821288?cond=Breast%20Cancer&viewType=Card&page=22&rank=217
Breast Cancer,Information provided by Merck Sharp & Dohme LLC (Responsible Party),Completed,Study Results | NCT00779285 | Safety Study of CAELYX in Patients With Metastatic Breast Cancer Previously Treated With Anthracyclines (Study P04057)(TERMINATED) | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00779285?cond=Breast%20Cancer&viewType=Card&page=22&rank=218&tab=results
Breast Cancer,Information provided by Merck Sharp & Dohme LLC (Responsible Party),Terminated,Study Details | NCT00779285 | Safety Study of CAELYX in Patients With Metastatic Breast Cancer Previously Treated With Anthracyclines (Study P04057)(TERMINATED) | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00779285?cond=Breast%20Cancer&viewType=Card&page=22&rank=218
Breast Cancer,Information provided by Merck Sharp & Dohme LLC (Responsible Party),Completed,Study Details | NCT00779129 | A Study to Evaluate Safety and Efficacy of Caelyx in Combination With Cyclophosphamide in the Treatment of Metastatic Breast Cancer (P02948) | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00779129?cond=Breast%20Cancer&viewType=Card&page=22&rank=219
Breast Cancer,Information provided by Merck Sharp & Dohme LLC (Responsible Party),Completed,Study Results | NCT00687440 | A Study to Determine the Activity of Caelyx With Trastuzumab and Docetaxel in the Treatment of Metastatic Breast Cancer (Study P03679) | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00687440?cond=Breast%20Cancer&viewType=Card&page=22&rank=220&tab=results
Breast Cancer,Information provided by Merck Sharp & Dohme LLC (Responsible Party),Completed,Study Details | NCT00687440 | A Study to Determine the Activity of Caelyx With Trastuzumab and Docetaxel in the Treatment of Metastatic Breast Cancer (Study P03679) | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00687440?cond=Breast%20Cancer&viewType=Card&page=22&rank=220
Breast Cancer,Information provided by Merck Sharp & Dohme LLC (Responsible Party),Completed,Study Results | NCT00736333 | A Study to Evaluate Safety and Tolerability in Patients With Metastatic Breast Cancer Receiving Treatment With Caelyx (Study P04878)(COMPLETED) | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00736333?cond=Breast%20Cancer&viewType=Card&page=23&rank=221&tab=results
Breast Cancer,Information provided by Merck Sharp & Dohme LLC (Responsible Party),Completed,Study Details | NCT00736333 | A Study to Evaluate Safety and Tolerability in Patients With Metastatic Breast Cancer Receiving Treatment With Caelyx (Study P04878)(COMPLETED) | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00736333?cond=Breast%20Cancer&viewType=Card&page=23&rank=221
Breast Cancer,"Information provided by Bryan Schneider, MD, Hoosier Cancer Research Network (Responsible Party)",Completed,Study Results | NCT02101385 | Randomized Controlled Trial of Genomically Directed Therapy in Patients With Triple Negative Breast Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02101385?cond=Breast%20Cancer&viewType=Card&page=23&rank=222&tab=results
Breast Cancer,"Information provided by Bryan Schneider, MD, Hoosier Cancer Research Network (Responsible Party)",Completed,Study Details | NCT02101385 | Randomized Controlled Trial of Genomically Directed Therapy in Patients With Triple Negative Breast Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02101385?cond=Breast%20Cancer&viewType=Card&page=23&rank=222
Breast Cancer,Information provided by Merck Sharp & Dohme LLC (Responsible Party),Completed,Study Results | NCT00550771 | Phase II Trial to Compare the Safety of Two Chemotherapy Plus Trastuzumab Regimens as Adjuvant Therapy for HER2,https://clinicaltrials.gov/study/NCT00550771?cond=Breast%20Cancer&viewType=Card&page=23&rank=223&tab=results
Breast Cancer,Information provided by Merck Sharp & Dohme LLC (Responsible Party),Completed,Study Details | NCT00550771 | Phase II Trial to Compare the Safety of Two Chemotherapy Plus Trastuzumab Regimens as Adjuvant Therapy for HER2,https://clinicaltrials.gov/study/NCT00550771?cond=Breast%20Cancer&viewType=Card&page=23&rank=223
Breast Cancer,"Information provided by Jun Zhang, Fudan University (Responsible Party)",Completed,Study Details | NCT06143020 | Effect of ESPB on Postoperative Pain in Patients With Breast Cancer Implant Reconstruction | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06143020?cond=Breast%20Cancer&viewType=Card&page=23&rank=224
Breast Cancer,Information provided by Bayer (Responsible Party),Completed,Study Details | NCT00313248 | Evaluation of a New Agent for Treatment of Advanced Stage Breast Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00313248?cond=Breast%20Cancer&viewType=Card&page=23&rank=225
Breast Cancer,Information provided by Accelerated Community Oncology Research Network (Responsible Party),Completed,Study Results | NCT00270894 | Neoadjuvant Chemotherapy + Herceptin in HER2 Positive Stage II,https://clinicaltrials.gov/study/NCT00270894?cond=Breast%20Cancer&viewType=Card&page=23&rank=226&tab=results
Breast Cancer,Information provided by Accelerated Community Oncology Research Network (Responsible Party),Completed,Study Details | NCT00270894 | Neoadjuvant Chemotherapy + Herceptin in HER2 Positive Stage II,https://clinicaltrials.gov/study/NCT00270894?cond=Breast%20Cancer&viewType=Card&page=23&rank=226
Breast Cancer,"Information provided by So-Youn Jung, National Cancer Center, Korea (Responsible Party)",Completed,Study Details | NCT02172989 | Clinical Application of Near,https://clinicaltrials.gov/study/NCT02172989?cond=Breast%20Cancer&viewType=Card&page=23&rank=227
Breast Cancer,Information provided by Achieve Life Sciences,Terminated,Study Details | NCT00251095 | Comparison of Safety and Efficacy of TOCOSOL(R) Paclitaxel Versus Taxol(R) for Treatment of Metastatic Breast Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00251095?cond=Breast%20Cancer&viewType=Card&page=23&rank=228
Breast Cancer,Information provided by University of Washington (Responsible Party),Completed,Study Details | NCT00194727 | Weekly Vinorelbine and Oral Capecitabine as Treatment for Stage IV Breast Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00194727?cond=Breast%20Cancer&viewType=Card&page=23&rank=229
Breast Cancer,Information provided by University of Washington,Completed,Study Details | NCT00194740 | Taxotere Plus Weekly Navelbine and G,https://clinicaltrials.gov/study/NCT00194740?cond=Breast%20Cancer&viewType=Card&page=23&rank=230
Breast Cancer,Information provided by University of Washington (Responsible Party),Completed,Study Details | NCT00194753 | Adjuvant Therapy for High-Risk Breast Cancer With Wkly Adriamycin & Oral Cytoxan With G,https://clinicaltrials.gov/study/NCT00194753?cond=Breast%20Cancer&viewType=Card&page=24&rank=231
Breast Cancer,Information provided by University of Iowa,Completed,Study Details | NCT00583739 | Yoga to Reduce Cancer Fatigue | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00583739?cond=Breast%20Cancer&viewType=Card&page=24&rank=232
Breast Cancer,Information provided by Norwegian Breast Cancer Group,Completed,Study Details | NCT00201435 | Weekly Taxol Plus Xeloda® vs Taxotere q3wk Plus Xeloda® in the Treatment of Metastatic BC | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00201435?cond=Breast%20Cancer&viewType=Card&page=24&rank=233
Breast Cancer,"Information provided by National University Hospital, Singapore (Responsible Party)",Recruiting,Study Details | NCT05035745 | Selinexor & Talazoparib in Advanced Refractory Solid Tumors; Advanced/Metastatic Triple Negative Breast Cancer (START) | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT05035745?cond=Breast%20Cancer&viewType=Card&page=24&rank=234
Breast Cancer,"Information provided by Katherine D. Crew, Columbia University (Responsible Party)",Completed,Study Details | NCT01980823 | Pre,https://clinicaltrials.gov/study/NCT01980823?cond=Breast%20Cancer&viewType=Card&page=24&rank=235
Breast Cancer,Information provided by University Hospital Tuebingen (Responsible Party),Recruiting,Study Details | NCT06335108 | Postoperative Pain After Breast Surgery Under Tumescent Local Anaesthesia Versus General Anaesthesia ( TLA,https://clinicaltrials.gov/study/NCT06335108?cond=Breast%20Cancer&viewType=Card&page=24&rank=236
Breast Cancer,Information provided by UNICANCER (Responsible Party),Recruiting,Study Details | NCT06606730 | Personalizing the Use of Pembrolizumab for Patients Who Have a Strong Response in Early Triple Negative Breast Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06606730?cond=Breast%20Cancer&viewType=Card&page=24&rank=237
Breast Cancer,"Information provided by Lise Worthen-Chaudhari, Ohio State University Comprehensive Cancer Center (Responsible Party)",Recruiting,Study Details | NCT06749210 | DAANCE FOR CHEMOTHERAPY,https://clinicaltrials.gov/study/NCT06749210?cond=Breast%20Cancer&viewType=Card&page=24&rank=238
Breast Cancer,"Information provided by Ping Liang, Chinese PLA General Hospital (Responsible Party)",Recruiting,Study Details | NCT04626986 | Comparison of Microwave Ablation With Breast Conserving Surgery for Breast Tumor | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT04626986?cond=Breast%20Cancer&viewType=Card&page=24&rank=239
Breast Cancer,Information provided by Washington University School of Medicine (Responsible Party),Terminated,Study Details | NCT02462200 | Shave Margins in Breast Conservation Therapy | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02462200?cond=Breast%20Cancer&viewType=Card&page=24&rank=240
Breast Cancer,Information provided by KK Women's and Children's Hospital (Responsible Party),Recruiting,Study Details | NCT04571307 | Cryotherapy in Breast B3 Lesions | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT04571307?cond=Breast%20Cancer&viewType=Card&page=25&rank=241
Breast Cancer,Information provided by University of Valencia (Responsible Party),Completed,Study Details | NCT05185752 | Comparative Analysis of Three Locoregional Anesthesia Methods in Breast Tumour Pathology Surgery | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT05185752?cond=Breast%20Cancer&viewType=Card&page=25&rank=242
Breast Cancer,Information provided by Haukeland University Hospital (Responsible Party),Active,Study Details | NCT02624973 | PErsonalized TREatment of High-risk MAmmary Cancer,https://clinicaltrials.gov/study/NCT02624973?cond=Breast%20Cancer&viewType=Card&page=25&rank=243
Breast Cancer,Information provided by Novian Health Inc. (Responsible Party),Active,"Study Details | NCT01478438 | A Multicenter ""Ablate and Resect"" Study of Novilase® Interstitial Laser Therapy for the Ablation of Small Breast Cancers | ClinicalTrials.gov",https://clinicaltrials.gov/study/NCT01478438?cond=Breast%20Cancer&viewType=Card&page=25&rank=244
Breast Cancer,Information provided by M.D. Anderson Cancer Center (Responsible Party),Recruiting,Study Details | NCT00477100 | Biospecimen and Medical Data Collection and Tumor Biopsy in Creating Research Tissue Registry in Patients With Inflammatory or Invasive Breast Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00477100?cond=Breast%20Cancer&viewType=Card&page=25&rank=245
Breast Cancer,Information provided by NSABP Foundation Inc (Responsible Party),Completed,Study Results | NCT02296801 | A Phase II Randomized Study Evaluating the Biological and Clinical Effects of the Combination of Palbociclib With Letrozole as Neoadjuvant Therapy in Post-Menopausal Women With Estrogen,https://clinicaltrials.gov/study/NCT02296801?cond=Breast%20Cancer&viewType=Card&page=25&rank=246&tab=results
